,Player,Year,PTS,AST,MVP Votes
2489,Dexter Pittman,2014,0.0,0.0,0.0
2491,Gustavo Ayón,2014,4.3,1.1,0.0
2492,Jeff Teague,2014,16.5,6.7,0.0
2493,John Jenkins,2014,3.1,0.8,0.0
2494,Kyle Korver,2014,12.0,2.9,0.0
2495,Lou Williams,2014,10.4,3.5,0.0
2496,Mike Muscala,2014,3.8,0.4,0.0
2497,Mike Scott,2014,9.6,0.9,0.0
2498,Paul Millsap,2014,17.9,3.1,0.0
2499,Pero Antić,2014,7.0,1.2,0.0
2500,Shelvin Mack,2014,7.5,3.7,0.0
2501,Al Horford,2015,15.2,3.2,0.0
2502,Austin Daye,2015,3.8,0.5,0.0
2503,DeMarre Carroll,2015,12.6,1.7,0.0
2504,Dennis Schröder,2015,10.0,4.1,0.0
2505,Elton Brand,2015,2.7,0.6,0.0
2506,Jeff Teague,2015,15.9,7.0,0.0
2507,John Jenkins,2015,5.6,0.5,0.0
2508,Kent Bazemore,2015,5.2,1.0,0.0
2509,Kyle Korver,2015,12.1,2.6,0.0
2510,Mike Muscala,2015,4.9,0.6,0.0
2511,Mike Scott,2015,7.8,1.1,0.0
2512,Paul Millsap,2015,16.7,3.1,0.0
2513,Pero Antić,2015,5.7,0.8,0.0
2490,Elton Brand,2014,5.7,1.0,0.0
2488,Dennis Schröder,2014,3.7,1.9,0.0
2515,Thabo Sefolosha,2015,5.3,1.4,0.0
2487,DeMarre Carroll,2014,11.1,1.8,0.0
2464,Kirk Hinrich,2012,6.6,2.8,0.0
2465,Marvin Williams,2012,10.2,1.2,0.0
2466,Tracy McGrady,2012,5.3,2.1,0.0
2467,Vladimir Radmanović,2012,4.5,1.1,0.0
2468,Willie Green,2012,7.6,0.8,0.0
2469,Zaza Pachulia,2012,7.8,1.4,0.0
2470,Al Horford,2013,17.4,3.2,0.0
2471,Anthony Tolliver,2013,4.1,0.5,0.0
2472,Dahntay Jones,2013,3.4,0.6,0.0
2473,DeShawn Stevenson,2013,5.1,0.9,0.0
2474,Devin Harris,2013,9.9,3.4,0.0
2475,Ivan Johnson,2013,6.6,0.7,0.0
2476,Jeff Teague,2013,14.6,7.2,0.0
2477,Jeremy Tyler,2013,1.0,0.0,0.0
2478,Johan Petro,2013,3.5,0.5,0.0
2479,John Jenkins,2013,6.1,0.9,0.0
2480,Josh Smith,2013,17.5,4.2,0.0
2481,Kyle Korver,2013,10.9,2.0,0.0
2482,Lou Williams,2013,14.1,3.6,0.0
2483,Mike Scott,2013,4.6,0.3,0.0
2484,Shelvin Mack,2013,4.6,2.2,0.0
2485,Zaza Pachulia,2013,5.9,1.5,0.0
2486,Al Horford,2014,18.6,2.6,0.0
2514,Shelvin Mack,2015,5.4,2.8,0.0
2516,Al Horford,2016,15.2,3.2,0.0
2569,Kyle O'Quinn,2020,3.5,1.8,0.0
2544,Terry Rozier,2017,5.5,1.8,0.0
2546,Al Horford,2019,13.6,4.2,0.0
2547,Aron Baynes,2019,5.6,1.1,0.0
2548,Brad Wanamaker,2019,3.9,1.6,0.0
2549,Daniel Theis,2019,5.7,1.0,0.0
2550,Gordon Hayward,2019,11.5,3.4,0.0
2551,Guerschon Yabusele,2019,2.3,0.4,0.0
2552,Jaylen Brown,2019,13.0,1.4,0.0
2553,Jayson Tatum,2019,15.7,2.1,0.0
2554,Kyrie Irving,2019,23.8,6.9,0.0
2555,Marcus Morris,2019,13.9,1.5,0.0
2556,Marcus Smart,2019,8.9,4.0,0.0
2557,PJ Dozier,2019,3.2,0.8,0.0
2558,R.J. Hunter,2019,17.0,3.0,0.0
2559,Robert Williams,2019,2.5,0.2,0.0
2560,Semi Ojeleye,2019,3.3,0.4,0.0
2561,Terry Rozier,2019,9.0,2.9,0.0
2562,Al Horford,2020,11.9,4.0,0.0
2563,Alec Burks,2020,15.0,2.9,0.0
2564,Ben Simmons,2020,16.4,8.0,0.0
2565,Furkan Korkmaz,2020,9.8,1.1,0.0
2566,Glenn Robinson III,2020,11.7,1.5,0.0
2567,Joel Embiid,2020,23.0,3.0,0.0
2568,Josh Richardson,2020,13.7,2.9,0.0
2545,Tyler Zeller,2017,3.5,0.8,0.0
2543,Marcus Smart,2017,10.6,4.6,0.0
2517,Dennis Schröder,2016,11.0,4.4,0.0
2542,Kelly Olynyk,2017,9.0,2.0,0.0
2518,Edy Tavares,2016,2.3,0.3,0.0
2519,Jeff Teague,2016,15.7,5.9,0.0
2520,Kent Bazemore,2016,11.6,2.3,0.0
2521,Kirk Hinrich,2016,3.0,1.6,0.0
2522,Kris Humphries,2016,6.5,0.7,0.0
2523,Kyle Korver,2016,9.2,2.1,0.0
2524,Lamar Patterson,2016,2.4,1.1,0.0
2525,Mike Muscala,2016,3.3,0.6,0.0
2526,Mike Scott,2016,6.2,1.0,0.0
2527,Paul Millsap,2016,17.1,3.3,0.0
2528,Thabo Sefolosha,2016,6.4,1.4,0.0
2529,Tiago Splitter,2016,5.6,0.8,0.0
2530,Tim Hardaway Jr.,2016,6.4,1.0,0.0
2531,Al Horford,2017,14.0,5.0,0.0
2532,Amir Johnson,2017,6.5,1.8,0.0
2533,Avery Bradley,2017,16.3,2.2,0.0
2534,Demetrius Jackson,2017,2.0,0.6,0.0
2535,Gerald Green,2017,5.6,0.7,0.0
2537,Jae Crowder,2017,13.9,2.2,0.0
2538,James Young,2017,2.3,0.1,0.0
2539,Jaylen Brown,2017,6.6,0.8,0.0
2540,Jonas Jerebko,2017,3.8,0.9,0.0
2541,Jordan Mickey,2017,1.5,0.3,0.0
2243,Terry Mills,2001,1.8,0.4,0.0
2242,Sam Perkins,2001,3.8,0.6,0.0
2241,Reggie Miller,2001,18.9,3.2,0.0
1942,Michael Carter-Williams,2014,16.7,6.3,0.0
1931,Casper Ware,2014,5.3,1.1,0.0
1932,Daniel Orton,2014,3.0,0.7,0.0
1933,Darius Johnson-Odom,2014,0.0,0.3,0.0
1934,Elliot Williams,2014,6.0,1.1,0.0
1935,Eric Maynor,2014,2.6,1.7,0.0
1936,Henry Sims,2014,7.6,1.1,0.0
1937,Hollis Thompson,2014,6.0,0.9,0.0
1938,James Anderson,2014,10.1,1.9,0.0
1939,James Nunnally,2014,3.4,0.6,0.0
1940,Jarvis Varnado,2014,4.1,0.5,0.0
1941,Lorenzo Brown,2014,2.5,1.6,0.0
1943,Thaddeus Young,2014,17.9,2.3,0.0
2240,Lari Ketner,2001,0.0,0.3,0.0
1944,Tony Wroten,2014,13.0,3.0,0.0
1945,Adreian Payne,2015,6.7,0.9,0.0
1946,Andrew Wiggins,2015,16.9,2.1,0.0
1947,Anthony Bennett,2015,5.2,0.8,0.0
1948,Arinze Onuaku,2015,4.5,0.7,0.0
1949,Chase Budinger,2015,6.8,1.0,0.0
1950,Gary Neal,2015,10.1,1.9,0.0
1951,Gorgui Dieng,2015,9.7,2.0,0.0
1952,Jeff Adrien,2015,3.5,0.9,0.0
1953,Justin Hamilton,2015,5.3,0.9,0.0
1954,Kevin Garnett,2015,6.9,1.6,0.0
1930,Byron Mullens,2014,4.2,0.3,0.0
1929,Brandon Davies,2014,2.8,0.5,0.0
1928,Arnett Moultrie,2014,3.0,0.2,0.0
1927,Adonis Thomas,2014,2.3,0.5,0.0
1903,Kevin Brooks,1994,2.5,0.1,0.0
1904,LaPhonso Ellis,1994,15.4,2.1,0.0
1905,Mahmoud Abdul-Rauf,1994,18.0,4.5,0.0
1906,Mark Randall,1994,2.1,0.4,0.0
1907,Reggie Williams,1994,13.0,3.7,0.0
1908,Robert Pack,1994,9.6,5.4,0.0
1909,Rodney Rogers,1994,8.1,1.3,0.0
1910,Roy Marble,1994,0.8,0.2,0.0
1911,Tom Hammonds,1994,4.1,0.5,0.0
1912,Adonis Jordan,1999,1.5,0.8,0.0
1913,Armen Gilliam,1999,8.3,0.6,0.0
1914,Chris Gatling,1999,5.7,0.7,0.0
1915,Dell Curry,1999,10.1,1.1,0.0
1916,Ervin Johnson,1999,5.1,0.4,0.0
1918,Haywoode Workman,1999,6.9,5.9,0.0
1919,Michael Curry,1999,4.9,1.6,0.0
1920,Paul Grant,1999,0.7,0.0,0.0
1921,Ray Allen,1999,17.1,3.6,0.0
1922,Robert Traylor,1999,5.3,0.8,0.0
1923,Sam Cassell,1999,15.9,4.5,0.0
1924,Scott Williams,1999,2.0,0.1,0.0
1925,Tim Thomas,1999,7.2,0.9,0.0
1926,Vinny Del Negro,1999,5.9,3.6,0.0
1955,Kevin Martin,2015,20.0,2.3,0.0
1956,Lorenzo Brown,2015,4.2,3.1,0.0
1957,Miroslav Raduljica,2015,1.6,0.0,0.0
1984,John Lucas III,2017,0.4,0.2,0.0
1986,Karl-Anthony Towns,2017,25.1,2.7,0.0
1987,Kris Dunn,2017,3.8,2.4,0.0
1988,Nemanja Bjelica,2017,6.2,1.2,0.0
1989,Omri Casspi,2017,5.2,1.0,0.0
1990,Ricky Rubio,2017,11.1,9.1,0.0
1991,Shabazz Muhammad,2017,9.9,0.4,0.0
1992,Tyus Jones,2017,3.5,2.6,0.0
1993,Zach LaVine,2017,18.9,3.0,0.0
1994,Adrian Caldwell,1991,1.8,0.2,0.0
1995,Buck Johnson,1991,13.6,1.9,0.0
1996,Dave Feitl,1991,2.6,0.2,0.0
1997,Dave Jamerson,1991,3.1,0.7,0.0
1998,David Wood,1991,5.3,1.1,0.0
2000,Kennard Winchester,1991,3.7,0.4,0.0
2002,Larry Smith,1991,3.3,1.1,0.0
2003,Matt Bullard,1991,2.2,0.1,0.0
2004,Otis Thorpe,1991,17.5,2.4,0.0
2005,Sleepy Floyd,1991,12.3,3.9,0.0
2006,Vernon Maxwell,1991,17.0,3.7,0.0
2007,Adrian Caldwell,1995,0.7,0.0,0.0
2008,Carl Herrera,1995,6.8,0.7,0.0
2009,Charles Jones,1995,1.0,0.0,0.0
2010,Chucky Brown,1995,6.1,0.7,0.0
1985,Jordan Hill,2017,1.7,0.0,0.0
1983,Gorgui Dieng,2017,10.0,1.9,0.0
1958,Nikola Peković,2015,12.5,0.9,0.0
1982,Cole Aldrich,2017,1.7,0.4,0.0
1959,Ricky Rubio,2015,10.3,8.8,0.0
1960,Robbie Hummel,2015,4.4,0.6,0.0
1961,Ronny Turiaf,2015,0.0,1.0,0.0
1962,Sean Kilpatrick,2015,5.5,1.0,0.0
1963,Shabazz Muhammad,2015,13.5,1.2,0.0
1964,Zach LaVine,2015,10.1,3.6,0.0
1965,Adreian Payne,2016,2.5,0.6,0.0
1966,Andrew Wiggins,2016,20.7,2.0,0.0
1967,Damjan Rudež,2016,2.3,0.3,0.0
1968,Gorgui Dieng,2016,10.1,1.7,0.0
1969,Greg Smith,2016,2.4,0.3,0.0
1970,Karl-Anthony Towns,2016,18.3,2.0,0.0
1971,Kevin Garnett,2016,3.2,1.6,0.0
1972,Nemanja Bjelica,2016,5.1,1.4,0.0
1973,Nikola Peković,2016,4.5,0.9,0.0
1974,Ricky Rubio,2016,10.1,8.7,0.0
1975,Shabazz Muhammad,2016,10.5,0.6,0.0
1976,Tayshaun Prince,2016,2.9,0.9,0.0
1977,Tyus Jones,2016,4.2,2.9,0.0
1978,Zach LaVine,2016,14.0,3.1,0.0
1979,Adreian Payne,2017,3.5,0.4,0.0
1980,Andrew Wiggins,2017,23.6,2.3,0.0
1981,Brandon Rush,2017,4.2,1.0,0.0
1902,Jim Farmer,1994,1.0,1.0,0.0
1901,Dikembe Mutombo,1994,12.0,1.5,0.0
1900,Darnell Mee,1994,1.9,0.4,0.0
1818,Gilbert Arenas,2002,10.9,3.7,0.0
1820,Larry Hughes,2002,12.3,4.3,0.0
1821,Mookie Blaylock,2002,3.4,3.3,0.0
1822,Troy Murphy,2002,5.9,0.9,0.0
1823,Adonal Foyle,2004,3.1,0.4,0.0
1824,Avery Johnson,2004,4.6,2.4,0.0
1825,Brian Cardinal,2004,9.6,1.4,0.0
1826,Calbert Cheaney,2004,7.6,1.7,0.0
1827,Cherokee Parks,2004,1.0,0.1,0.0
1828,Clifford Robinson,2004,11.8,3.3,0.0
1829,Erick Dampier,2004,12.3,0.8,0.0
1830,J.R. Bremer,2004,3.3,1.4,0.0
1831,Jason Richardson,2004,18.7,2.9,0.0
1832,Mickaël Piétrus,2004,5.3,0.5,0.0
1833,Mike Dunleavy,2004,11.7,2.9,0.0
1834,Nick Van Exel,2004,12.6,5.3,0.0
1835,Popeye Jones,2004,0.0,0.0,0.0
1836,Rusty LaRue,2004,1.0,0.5,0.0
1837,Sean Lampley,2004,3.4,0.2,0.0
1838,Speedy Claxton,2004,10.6,4.5,0.0
1839,Troy Murphy,2004,10.0,0.7,0.0
1840,Adonal Foyle,2005,4.5,0.7,0.0
1841,Andris Biedriņš,2005,3.6,0.4,0.0
1842,Ansu Sesay,2005,3.1,0.8,0.0
1819,Jason Richardson,2002,14.4,3.0,0.0
1817,Erick Dampier,2002,7.6,1.2,0.0
1844,Calbert Cheaney,2005,4.5,1.2,0.0
1816,Dean Oliver,2002,2.1,1.1,0.0
1793,Billy Owens,2000,6.0,1.6,0.0
1794,Chris Mills,2000,16.1,2.4,0.0
1795,Donyell Marshall,2000,14.2,2.6,0.0
1796,Erick Dampier,2000,8.0,0.9,0.0
1797,Jamel Thomas,2000,2.4,0.9,0.0
1798,Jason Caffey,2000,12.0,1.7,0.0
1799,Larry Hughes,2000,15.0,2.5,0.0
1800,Mark Davis,2000,6.2,1.7,0.0
1801,Mookie Blaylock,2000,11.3,6.7,0.0
1802,Sam Jacobson,2000,4.9,0.6,0.0
1803,Sam Mack,2000,5.0,1.0,0.0
1804,Terry Cummings,2000,8.4,1.0,0.0
1805,Tim Legler,2000,3.3,1.0,0.0
1806,Tim Young,2000,2.2,0.2,0.0
1807,Tony Farmer,2000,6.3,1.0,0.0
1808,Vonteego Cummings,2000,9.4,3.3,0.0
1809,Adonal Foyle,2002,4.8,0.5,0.0
1810,Antawn Jamison,2002,19.7,2.0,0.0
1811,Bob Sura,2002,10.0,3.5,0.0
1812,Cedric Henderson,2002,3.0,0.3,0.0
1813,Chris Mills,2002,7.4,1.1,0.0
1814,Danny Fortson,2002,11.2,1.6,0.0
1815,Dean Garrett,2002,1.1,0.1,0.0
1843,Baron Davis,2005,19.2,7.9,0.0
1845,Derek Fisher,2005,11.9,4.1,0.0
1899,Bryant Stith,1994,12.5,2.4,0.0
1874,Hedo Türkoğlu,2008,19.5,5.0,0.0
1876,Jameer Nelson,2008,10.9,5.6,0.0
1877,James Augustine,2008,1.6,0.1,0.0
1878,Keith Bogans,2008,8.7,1.3,0.0
1879,Keyon Dooling,2008,8.1,1.8,0.0
1880,Marcin Gortat,2008,3.0,0.3,0.0
1881,Maurice Evans,2008,8.9,1.1,0.0
1882,Pat Garrity,2008,2.1,0.4,0.0
1883,Rashard Lewis,2008,18.2,2.4,0.0
1884,Adonal Foyle,2009,1.7,0.1,0.0
1885,Darius Miles,2009,3.5,0.5,0.0
1886,Darko Miličić,2009,5.5,0.6,0.0
1887,Darrell Arthur,2009,5.6,0.6,0.0
1888,Greg Buckner,2009,2.5,0.9,0.0
1889,Hakim Warrick,2009,11.6,0.8,0.0
1890,Hamed Haddadi,2009,2.5,0.4,0.0
1891,Marc Gasol,2009,11.9,1.7,0.0
1892,Marko Jarić,2009,2.6,1.4,0.0
1893,Mike Conley,2009,10.9,4.3,0.0
1894,O.J. Mayo,2009,18.5,3.2,0.0
1895,Quinton Ross,2009,3.9,0.7,0.0
1896,Rudy Gay,2009,18.9,1.7,0.0
1897,Adonis Jordan,1994,2.5,3.2,0.0
1898,Bison Dele,1994,8.0,0.6,0.0
1875,J.J. Redick,2008,4.1,0.5,0.0
1872,Carlos Arroyo,2008,6.9,3.5,0.0
1846,Jason Richardson,2005,21.7,3.9,0.0
1871,Brian Cook,2008,4.7,0.5,0.0
1847,Mickaël Piétrus,2005,9.5,1.2,0.0
1848,Mike Dunleavy,2005,13.4,2.6,0.0
1849,Nikoloz Tskitishvili,2005,1.4,0.3,0.0
1850,Rodney White,2005,5.1,0.8,0.0
1851,Troy Murphy,2005,15.4,1.4,0.0
1852,Žarko Čabarkapa,2005,6.0,0.6,0.0
1853,Adonal Foyle,2007,2.2,0.4,0.0
1854,Al Harrington,2007,16.5,1.9,0.0
1855,Andris Biedriņš,2007,9.5,1.1,0.0
1856,Anthony Roberson,2007,5.6,0.5,0.0
1858,Dajuan Wagner,2007,4.0,1.0,0.0
1859,Jason Richardson,2007,16.0,3.4,0.0
1860,Josh Powell,2007,3.1,0.6,0.0
1861,Kelenna Azubuike,2007,7.1,0.7,0.0
1862,Matt Barnes,2007,9.8,2.1,0.0
1863,Mickaël Piétrus,2007,11.1,0.9,0.0
1864,Monta Ellis,2007,16.5,4.1,0.0
1865,Patrick O'Bryant,2007,1.9,0.6,0.0
1866,Renaldo Major,2007,5.0,0.0,0.0
1867,Stephen Jackson,2007,15.5,3.8,0.0
1868,Šarūnas Jasikevičius,2007,6.1,2.7,0.0
1869,Adonal Foyle,2008,1.9,0.2,0.0
1870,Bo Outlaw,2008,2.0,0.0,0.0
2013,Kenny Smith,1995,10.4,4.0,0.0
2014,Mario Elie,1995,8.8,2.3,0.0
2015,Pete Chilcutt,1995,5.3,1.0,0.0
2157,Adrian Griffin,2006,4.6,1.7,0.0
2159,Darrell Armstrong,2006,2.1,1.4,0.0
2160,DeSagana Diop,2006,2.3,0.3,0.0
2161,Devin Harris,2006,9.9,3.2,0.0
2163,Doug Christie,2006,3.7,2.0,0.0
2164,Erick Dampier,2006,5.7,0.6,0.0
2165,Jason Terry,2006,17.1,3.8,0.0
2166,Jerry Stackhouse,2006,13.0,2.9,0.0
2167,Josh Howard,2006,15.6,1.9,0.0
2168,Josh Powell,2006,3.0,0.2,0.0
2169,Keith Van Horn,2006,8.9,0.7,0.0
2170,Marquis Daniels,2006,10.2,2.8,0.0
2171,Pavel Podkolzin,2006,3.0,0.0,0.0
2172,Rawle Marshall,2006,3.1,0.4,0.0
2173,Adrian Griffin,2007,2.5,1.1,0.0
2174,Andre Barrett,2007,1.3,1.2,0.0
2175,Andrés Nocioni,2007,14.1,1.1,0.0
2176,Ben Gordon,2007,21.4,3.6,0.0
2177,Ben Wallace,2007,6.4,2.4,0.0
2178,Chris Duhon,2007,7.2,4.0,0.0
2179,Kirk Hinrich,2007,16.6,6.3,0.0
2180,Luol Deng,2007,18.8,2.5,0.0
2181,Malik Allen,2007,4.0,0.3,0.0
2182,Mike Sweetney,2007,3.2,0.6,0.0
2158,D.J. Mbenga,2006,1.7,0.0,0.0
2156,Tyson Chandler,2005,8.0,0.8,0.0
2184,Thabo Sefolosha,2007,3.6,0.8,0.0
2155,Othella Harrington,2005,8.0,0.8,0.0
2131,Clarence Weatherspoon,2004,5.0,0.6,0.0
2132,Cuttino Mobley,2004,15.8,3.2,0.0
2133,Eric Piatkowski,2004,4.1,0.5,0.0
2134,Jim Jackson,2004,12.9,2.8,0.0
2135,Kelvin Cato,2004,6.1,1.0,0.0
2136,Mark Jackson,2004,2.5,2.8,0.0
2137,Maurice Taylor,2004,11.5,1.4,0.0
2138,Mike Wilks,2004,1.9,0.7,0.0
2139,Scott Padgett,2004,3.4,0.4,0.0
2140,Steve Francis,2004,16.6,6.2,0.0
2142,Adrian Griffin,2005,2.2,0.8,0.0
2143,Andrés Nocioni,2005,8.4,1.5,0.0
2144,Antonio Davis,2005,7.0,1.1,0.0
2145,Ben Gordon,2005,15.1,2.0,0.0
2146,Chris Duhon,2005,5.9,4.9,0.0
2147,Eddy Curry,2005,16.1,0.6,0.0
2148,Eric Piatkowski,2005,4.8,0.8,0.0
2149,Frank Williams,2005,0.7,1.2,0.0
2150,Jannero Pargo,2005,6.4,2.4,0.0
2151,Jared Reiner,2005,1.1,0.1,0.0
2152,Kirk Hinrich,2005,15.7,6.4,0.0
2153,Lawrence Funderburke,2005,4.5,0.0,0.0
2154,Luol Deng,2005,11.7,2.2,0.0
2183,P.J. Brown,2007,6.1,0.7,0.0
2185,Tyrus Thomas,2007,5.2,0.6,0.0
2129,Boštjan Nachbar,2004,3.1,0.7,0.0
2213,Mark Pope,1999,0.5,0.0,0.0
2215,Rik Smits,1999,14.9,1.1,0.0
2216,Sam Perkins,1999,5.0,0.5,0.0
2217,Travis Best,1999,7.1,3.4,0.0
2218,Al Harrington,2000,6.6,0.8,0.0
2219,Austin Croshere,2000,10.3,1.1,0.0
2220,Chris Mullin,2000,5.1,0.8,0.0
2221,Dale Davis,2000,10.0,0.9,0.0
2222,Derrick McKey,2000,4.3,1.1,0.0
2224,Jeff Foster,2000,2.3,0.3,0.0
2225,Jonathan Bender,2000,2.7,0.1,0.0
2226,Mark Jackson,2000,8.1,8.0,0.0
2228,Rik Smits,2000,12.9,1.1,0.0
2229,Sam Perkins,2000,6.6,0.8,0.0
2230,Travis Best,2000,8.9,3.3,0.0
2231,Žan Tabak,2000,2.1,0.2,0.0
2232,Al Harrington,2001,7.5,1.7,0.0
2233,Austin Croshere,2001,10.1,1.1,0.0
2234,Bruno Šundov,2001,3.9,0.2,0.0
2235,Derrick McKey,2001,2.2,1.1,0.0
2236,Jalen Rose,2001,20.5,6.0,0.0
2237,Jeff Foster,2001,3.5,0.5,0.0
2238,Jermaine O'Neal,2001,12.9,1.2,0.0
2239,Jonathan Bender,2001,3.3,0.5,0.0
2214,Reggie Miller,1999,18.4,2.2,0.0
2211,Jalen Rose,1999,11.1,1.9,0.0
2186,Viktor Khryapa,2007,2.2,0.6,0.0
2210,Fred Hoiberg,1999,1.6,0.3,0.0
2187,Adrian Griffin,2008,1.9,0.8,0.0
2188,Chris Wilcox,2008,13.4,1.2,0.0
2189,Damien Wilkins,2008,9.2,2.0,0.0
2190,Donyell Marshall,2008,3.8,0.4,0.0
2191,Earl Watson,2008,10.7,6.8,0.0
2192,Eddie Gill,2008,2.7,1.6,0.0
2193,Francisco Elson,2008,3.3,0.4,0.0
2194,Jeff Green,2008,10.5,1.5,0.0
2195,Johan Petro,2008,6.0,0.4,0.0
2196,Kevin Durant,2008,20.3,2.4,0.0
2197,Luke Ridnour,2008,6.4,4.0,0.0
2198,Mickaël Gelabale,2008,4.3,0.8,0.0
2199,Mike Wilks,2008,2.7,0.9,0.0
2200,Mouhamed Sene,2008,2.3,0.1,0.0
2201,Nick Collison,2008,9.8,1.4,0.0
2202,Robert Swift,2008,1.8,0.1,0.0
2203,Ronald Dupree,2008,0.8,0.2,0.0
2204,Al Harrington,1999,2.1,0.2,0.0
2205,Antonio Davis,1999,9.4,0.7,0.0
2206,Austin Croshere,1999,3.4,0.4,0.0
2207,Chris Mullin,1999,10.1,1.6,0.0
2208,Dale Davis,1999,8.0,0.4,0.0
2209,Derrick McKey,1999,4.6,1.0,0.0
2130,Charles Oakley,2004,1.3,0.3,0.0
2128,Alton Ford,2004,1.7,0.3,0.0
2016,Robert Horry,1995,10.2,3.4,0.0
2043,Jerry Stackhouse,1997,20.7,3.1,0.0
2045,Mark Bradtke,1997,1.6,0.2,0.0
2046,Mark Davis,1997,8.5,1.8,0.0
2047,Mark Hendrickson,1997,2.9,0.1,0.0
2048,Michael Cage,1997,1.8,0.5,0.0
2049,Rex Walters,1997,6.8,1.9,0.0
2050,Scott Williams,1997,5.8,0.7,0.0
2051,Adrian Dantley,1991,5.7,0.9,0.0
2052,Alvin Robertson,1991,13.6,5.5,0.0
2053,Brad Lohaus,1991,5.3,0.9,0.0
2054,Dale Ellis,1991,16.8,1.9,0.0
2055,Danny Schayes,1991,10.6,1.2,0.0
2056,Everette Stephens,1991,2.0,0.7,0.0
2057,Frank Brickowski,1991,12.6,1.7,0.0
2058,Frank Kornet,1991,1.8,0.3,0.0
2059,Fred Roberts,1991,10.8,1.6,0.0
2060,Jack Sikma,1991,10.4,1.9,0.0
2061,Jay Humphries,1991,15.2,6.7,0.0
2062,Jeff Grayer,1991,6.4,1.5,0.0
2063,Lester Conner,1991,3.5,2.2,0.0
2064,Steve Henson,1991,3.1,1.9,0.0
2065,Adrian Griffin,2000,6.7,2.5,0.0
2066,Antoine Walker,2000,20.5,3.7,0.0
2067,Calbert Cheaney,2000,4.0,1.2,0.0
2044,Lucious Harris,1997,5.4,0.9,0.0
2042,Frankie King,1997,2.9,0.7,0.0
2069,Danny Fortson,2000,7.6,0.5,0.0
2041,Doug Overton,1997,3.6,1.7,0.0
2017,Sam Cassell,1995,9.5,4.9,0.0
2018,Tim Breaux,1995,3.0,0.4,0.0
2019,Tracy Murray,1995,4.8,0.4,0.0
2020,Vernon Maxwell,1995,13.3,4.3,0.0
2021,Žan Tabak,1995,2.0,0.1,0.0
2022,Adrian Caldwell,1996,2.2,0.1,0.0
2023,Antonio Davis,1996,8.8,0.5,0.0
2024,Dale Davis,1996,10.3,1.0,0.0
2025,Derrick McKey,1996,11.7,3.5,0.0
2026,Duane Ferrell,1996,3.7,0.6,0.0
2027,Dwayne Schintzius,1996,3.4,0.4,0.0
2028,Eddie Johnson,1996,7.7,1.1,0.0
2029,Fred Hoiberg,1996,2.1,0.5,0.0
2030,Haywoode Workman,1996,3.6,2.8,0.0
2031,Mark Jackson,1996,10.0,7.8,0.0
2032,Reggie Miller,1996,21.1,3.3,0.0
2033,Ricky Pierce,1996,9.7,1.3,0.0
2034,Rik Smits,1996,18.5,1.7,0.0
2035,Travis Best,1996,3.7,1.6,0.0
2036,Adrian Caldwell,1997,2.2,0.3,0.0
2038,Clarence Weatherspoon,1997,12.2,1.7,0.0
2039,Derrick Coleman,1997,18.1,3.4,0.0
2040,Don MacLean,1997,10.9,1.0,0.0
2068,Dana Barros,2000,7.2,1.8,0.0
2070,Doug Overton,2000,3.2,1.1,0.0
2127,Adrian Griffin,2004,0.6,0.5,0.0
2098,Darrick Martin,2002,0.3,1.0,0.0
2101,Evan Eschmeyer,2002,2.0,0.3,0.0
2102,Greg Buckner,2002,5.8,1.1,0.0
2103,Johnny Newman,2002,4.2,0.3,0.0
2104,Michael Finley,2002,20.6,3.3,0.0
2105,Nick Van Exel,2002,18.4,6.6,0.0
2106,Raef LaFrentz,2002,13.5,1.1,0.0
2107,Shawn Bradley,2002,4.1,0.4,0.0
2109,Tariq Abdul-Wahad,2002,5.6,1.0,0.0
2110,Wang Zhizhi,2002,5.6,0.4,0.0
2111,Adrian Griffin,2003,4.4,1.4,0.0
2112,Antoine Rigaudeau,2003,1.5,0.5,0.0
2113,Avery Johnson,2003,3.3,1.3,0.0
2115,Eduardo Nájera,2003,6.7,1.0,0.0
2116,Evan Eschmeyer,2003,1.0,0.4,0.0
2117,Mark Strickland,2003,1.0,0.0,0.0
2118,Michael Finley,2003,19.3,3.0,0.0
2119,Nick Van Exel,2003,12.5,4.3,0.0
2120,Popeye Jones,2003,2.0,0.3,0.0
2121,Raef LaFrentz,2003,9.3,0.8,0.0
2122,Raja Bell,2003,3.1,0.8,0.0
2123,Shawn Bradley,2003,6.7,0.7,0.0
2125,Tariq Abdul-Wahad,2003,4.1,1.5,0.0
2126,Walt Williams,2003,5.5,0.9,0.0
2100,Eduardo Nájera,2002,6.5,0.6,0.0
2097,Danny Manning,2002,4.0,0.7,0.0
2071,Eric Williams,2000,7.2,1.4,0.0
2096,Charlie Bell,2002,1.1,0.3,0.0
2072,Kenny Anderson,2000,14.0,5.1,0.0
2073,Paul Pierce,2000,19.5,3.0,0.0
2074,Pervis Ellison,2000,1.8,0.4,0.0
2075,Tony Battie,2000,6.6,0.8,0.0
2076,Vitaly Potapenko,2000,9.2,1.0,0.0
2077,Walter McCarty,2000,3.8,1.1,0.0
2078,Wayne Turner,2000,1.3,1.7,0.0
2079,Adrian Griffin,2001,2.1,0.6,0.0
2080,Antoine Walker,2001,23.4,5.5,0.0
2081,Bryant Stith,2001,9.7,2.2,0.0
2082,Chris Carr,2001,4.8,0.3,0.0
